country	Access_to_Electricity_percent_of_Population	basic_drinking_water_access_pct	Control_of_Corruption_Percentile_Rank_Upper_Bound_of_90_percent_Confidence_Interval	death_20_24_years	Employment_in_Industry_Female_percent_of_Female_Employment_ILO_modeled_estimates	Employment_to_Population_Ratio_Ages_15__Total_percent_ILO_modeled_estimates	Employment_to_Population_Ratio_Ages_15_24_Male_percent_ILO_modeled_estimates	energy_consumption_gnipct	energy_intensity_mj_gdp	export_value_index_2000	export_volume_index_2000	Female_to_Male_Labor_Force_Participation_Rate_Ratio_percent_ILO_modeled_estimates	fertility_rate_total	gdp_deflator	GDP_per_Employed_Person_constant_2021_PPP_dollars	government_effectiveness_estimate	Gross_Enrollment_Ratio_of_Girls_in_Primary_School_percent	Labor_Force_Participation_Rate_Male_percent_of_Male_Population_Ages_15__ILO_modeled_estimates	Labor_Force_Participation_Rate_of_Women_Aged_15_24_percent_ILO_modeled_estimates	male_population_0_14_pct	Merchandise_Trade_percent_of_GDP	open_defecation_percent	personal_remittances_gdp_percent	Population_Aged_20_24_Female_percent_of_Female_Population	primary_school_enrollment_gross	refugee_population	Rule_of_Law_estimate	rural_electricity_access_pct	service_value_added_growth	Total_Cases	Unemployment_Rate_Youth_Total_percent_of_Total_Labor_Force_Ages_15_24_ILO_modeled_estimates	unemployment_total_ilo	voice_accountability_estimate	Women_Business_and_the_Law_Index_score_scale_1_100	women_parliament_seats_percent	year
NER	18	46.999	41.905	6584	10	73	71	1	5	110.567	113.24	73	7.023	104.623	4152	-0.828	62	85	52	49.121	31.759	68.486	2	8.41	67	2715	-0.605	12	5	3900	1	1	-0.598	57	17	2018
NGA	56	73.087	18.095	37421	12	56	23	4	6	120.572	92.405	81	5.447	183.008	18504	-1.118	83	65	23	44.09	24.554	19.64	6	8.608	85	276834	-0.918	31	2	45037	12	5	-0.424	63	6	2018
NPL	94	89.796	39.524	3332	13	36	31	0	6	109.092	112.754	52	2.104	157.539	17543	-0.955	140	54	21	33.62	40.765	15.415	25	10.528	136	8590	-0.491	94	9	7	20	11	-0.13	72	33	2018
NZL	100	100	100	183	9	68	56	0	4	115.477	104.296	86	1.71	107.975	86476	1.629	99	76	63	20.252	39.399	0	0	6.613	99	34	1.834	100	4	1	12	4	1.604	94	38	2018
PHL	94	93.223	41.905	11191	10	58	41	0	3	114.722	109.956	63	2.831	100	23073	0.062	97	72	27	32.248	52.648	4.556	10	9.112	98	522	-0.565	91	7	2102	7	2	0.021	79	29	2018
SDN	37.46153846	61.1	24.21246154	12585	7.230769231	66.53846154	45	4.769230769	7.153846154	125.6047692	108.3473846	88.92307692	4.955538462	291.6092857	11331.875	-1.001307692	97.23076923	75.07692308	47.30769231	45.12061538	47.86261538	35.85714286	2.153846154	8.761923077	94.85714286	837188	-0.938461538	49	3.153846154	8419	21	6.230769231	-0.784923077	72	23.46153846	2018
SGP	100	100	100	106	11	68	37	0	2	117.455	110.633	79	1.14	107.124	201103	2.232	100	78	37	11.972	207.973	0	0	6.83	100	46	1.803	100	3	2	9	4	-0.077	82	23	2018
SSD	37.46153846	41.187	24.21246154	4328	7.230769231	66.53846154	45	4.769230769	7.153846154	125.6047692	108.3473846	88.92307692	4.955538462	270	10682.23077	-1.001307692	97.23076923	75.07692308	47.30769231	45.12061538	47.86261538	62.9	2.153846154	8.761923077	35	2236837	-0.938461538	1.7	3.153846154	8419	20	6.230769231	-0.784923077	72	23.46153846	2018
THA	100	99.536	46.19	6891	20	67	47	1	5	118.033	110.553	78	1.378	153.119	37332	0.254	99	77	34	17.502	98.896	0.041	1	6.82	99	183	-0.004	100	5	6	4	1	-1.018	75	5	2018
TZA	35	55.149	45.238	7398	4	80	70	0	7	83.613	77.02	90	4.923	113.662	7300	-0.779	93	87	65	45.404	23.088	7.302	1	8.657	92	723	-0.572	18	4	4777	4	2	-0.38	81	37	2018
ZMB	40	65.874	38.571	4316	3	56	34	0	8	136.748	120.213	80	4.536	196.992	11922	-0.653	99	65	34	45.077	70.311	8.564	0	9.295	98	266	-0.358	12	7	4082	9	5	-0.336	79	18	2018
ZWE	45	63.539	13.81	4205	4	61	52	0	14	124.91	115.944	84	3.659	30.732	10399	-1.298	96	72	44	44.161	30.589	19.465	4	9.055	98	15618	-1.292	26	3	10692	11	7	-1.137	87	31	2018
AFG	98	73.785	11.905	13717	25	39	46	0	2	151.177	131.235	27	4.87	103.267	13516	-1.519	88	69	18	44.877	40.645	11.009	4	9.886	110	2727556	-1.741	97	-1	2	16	11	-1.007	38	28	2019
AUS	100	99.97	96.667	746	8	63	59	1	4	144.395	112.952	86	1.657	88.688	112433	1.539	100	71	68	19.337	35.318	0	0	6.654	100	20	1.694	100	3	2	12	5	1.27	97	30	2019
BDI	10	62.094	10.476	1684	1	79	52	0	8	149.172	138.59	101	5.271	312.386	2122	-1.375	106	79	58	47.681	41.412	1.462	2	7.751	105	380900	-1.454	2	1	1145	2	1	-1.724	73	36	2019
BEN	40	66.672	52.857	2497	25	62	30	0	6	181.435	163.758	81	5.13	100.584	9616	-0.491	108	69	34	43.375	48.531	51.022	2	8.909	112	721	-0.677	17	5	50	4	1	0.061	74	7	2019
BGD	92	97.825	24.762	14345	18	56	49	1	2	121.491	121.258	46	2.031	115.212	16788	-0.754	120	81	27	28.264	28.025	0.014	5	9.361	115	22766	-0.644	89	7	503	14	5	-0.742	49	21	2019
CHN	100	95.317	52.857	42459	30	64	47	1	6	109.94	115.266	84	1.496	99.51	35129	0.545	99	73	47	19.181	32.058	0.291	0	5.632	98	212863	-0.262	100	7	16	11	5	-1.627	76	25	2019
CMR	63	67.99	16.667	8365	11	69	48	2	4	100.631	92.861	88	4.623	104.146	12198	-0.866	100	77	44	43.201	26.891	4.743	1	9.014	105	66241	-1.144	24	3	1840	6	4	-1.212	60	31	2019
COD	19	35.678	9.524	31699	6	63	29	0	13	154.084	137.879	90	6.253	673.856	3983	-1.656	112	69	39	46.873	42.891	11.971	4	8.763	116	802974	-1.814	1	6	30304	9	5	-1.314	79	10	2019
ETH	48	47.254	48.571	19556	6	78	71	0	7	94.087	100.296	86	4.323	135.304	5330	-0.662	88	86	67	41.251	18.032	22.995	1	9.782	93	93467	-0.484	36	11	2615	5	3	-1.063	72	39	2019
GHA	84	85.242	58.571	4200	18	67	42	3	3	151.806	131.916	90	3.683	215.685	15549	-0.29	98	73	40	38.437	42.552	17.665	6	8.53	98	18432	0.015	70	8	1	6	3	0.551	75	13	2019
JPN	100	99.062	92.381	2119	14	61	46	0	3	112.904	109.183	75	1.36	100.982	84474	1.55	103	71	50	12.696	27.873	0	0	4.58	103	39	1.497	100	0	5	4	2	0.93	79	10	2019
KEN	70	60.861	30.952	9487	10	70	38	0	5	98.857	96.97	95	3.469	116.91	12247	-0.442	93	76	42	39.967	23.405	7.98	3	9.414	95	7705	-0.464	62	7	5208	12	5	-0.308	84	22	2019
KOR	100	99.766	80	1141	13	61	22	0	5	102.938	106.089	73	0.918	103.877	87562	1.333	100	73	31	12.814	63.314	0	0	6.273	100	180	1.157	100	3	1	10	4	0.752	85	17	2019
MOZ	30	57.575	30.476	12370	3	76	55	1	12	136.787	115.886	99	4.783	100	3554	-0.888	115	79	62	45.066	80.489	24.741	6	9.118	119	77	-1.056	5	3	7010	8	4	-0.54	82	41	2019
MWI	11	69.465	32.381	4091	5	65	55	0	3	84.514	87.375	87	4.072	114.87	4855	-0.799	140	74	52	45.477	34.223	4.237	3	9.199	140	514	-0.344	4	6	23	7	5	-0.11	78	23	2019
NGA	55	74.724	19.524	37788	12	56	23	3	6	124.524	108.113	79	5.379	202.013	18461	-1.213	83	66	23	43.893	24.823	19.343	5	8.633	83	295578	-0.939	26	2	2486	13	5	-0.434	63	3	2019
NPL	90	90.286	37.619	3369	14	36	31	0	5	134.286	145.256	53	2.08	164.93	18267	-1.093	141	54	21	32.995	38.928	12.589	24	10.472	137	8034	-0.554	94	7	1	20	11	-0.15	81	33	2019
PHL	95	93.637	40.476	11175	10	58	40	0	3	119.56	117.728	64	2.805	100.697	23759	0.06	96	72	27	31.909	48.628	4.17	9	9.054	96	554	-0.574	93	7	5491	7	2	0.006	79	28	2019
SDN	40.61538462	61.8	28.75453846	12627	9.076923077	66.23076923	43.84615385	1.384615385	7.153846154	125.1493077	114.3071538	86.61538462	4.726769231	198.6019286	11301.25	-0.950076923	101	73.69230769	43.92307692	44.01338462	40.43961538	35.14285714	3	8.949230769	98.64285714	837188	-0.881076923	49	4.153846154	3944.846154	21	3.846153846	-0.692384615	74.92307692	22.30769231	2019
SGP	100	100	100	104	10	68	36	0	3	111.143	107.344	80	1.14	106.905	199524	2.232	101	78	38	12	198.999	0	0	6.665	101	39	1.838	100	2	2	8	3	-0.207	82	23	2019
SSD	40.61538462	41.187	28.75453846	4328	9.076923077	66.23076923	43.84615385	1.384615385	7.153846154	125.1493077	114.3071538	86.61538462	4.726769231	270	8865.923077	-0.950076923	101	73.69230769	43.92307692	44.01338462	40.43961538	62.6	3	8.949230769	35	2209217	-0.881076923	1.7	4.153846154	3944.846154	19.6	3.846153846	-0.692384615	74.92307692	22.30769231	2019
TCD	8	50.498	11.905	5558	13	59	41	9	4	112.949	92.202	68	6.412	122.644	6267	-1.607	77	71	34	48.445	39.876	63.783	0	8.726	87	11163	-1.314	2	2	93	1	1	-1.434	66	15	2019
THA	100	99.965	47.143	6714	20	66	45	1	5	114.913	107.278	78	1.352	154.672	38366	0.261	99	76	33	17.254	88.704	0.037	2	6.694	99	173	0.089	100	4	12	4	1	-0.847	78	16	2019
ZMB	43	66.853	37.619	4313	3	56	35	0	8	106.67	99.159	78	4.451	212.029	11507	-0.742	97	67	33	44.671	60.973	7.539	0	9.292	96	259	-0.475	14	4	447	10	6	-0.31	81	18	2019
ZWE	47	63.095	14.286	4300	5	61	51	0	14	131.425	120.988	84	3.599	100	9568	-1.32	96	72	43	43.837	41.617	18.723	6	9.209	97	10045	-1.304	28	-4	61	12	7	-1.164	87	32	2019
BDI	9	62.207	9.524	1735	1	78	53	0	8	134.349	110.447	100	5.177	331.024	2078	-1.302	106	79	58	47.292	40.42	1.456	2	7.831	105	372951	-1.34	1	-2	277	2	1	-1.527	73	38	2020
BEN	41	66.887	60	2536	26	61	30	0	6	178.125	153.91	81	5.048	103.479	9803	-0.291	105	68	33	43.23	41.761	50.175	1	8.84	109	606	-0.764	17	5	232	4	2	-0.073	78	7	2020
BGD	96	97.946	24.762	16120	18	55	47	0	2	103.789	98.309	46	2.003	119.637	17368	-0.78	123	80	26	27.704	23.105	0	6	9.373	118	18948	-0.568	95	4	212	16	6	-0.77	49	21	2020
CHN	100	95.89	59.048	41049	30	63	43	0	6	113.921	118.537	84	1.281	100	36632	0.644	100	72	43	18.921	31.699	0.215	0	5.49	99	175361	-0.102	100	2	12	13	5	-1.659	76	25	2020
CMR	64	68.451	19.524	8473	11	68	47	1	4	77.617	80.845	88	4.543	104.881	12019	-0.931	102	76	43	43.026	21.222	4.573	1	8.973	107	78481	-1.169	24	-1	1890	7	4	-1.207	60	34	2020
COD	20	35.5	8.095	32098	6	62	28	0	13	162.603	148.005	90	6.206	700.146	4000	-1.745	114	69	38	46.936	43.451	12.025	2	8.691	118	840392	-1.822	1	0	19789	10	5	-1.253	79	13	2020
ETH	51	48.655	48.095	19842	5	77	70	0	7	111.799	110.205	86	4.243	160.003	5583	-0.589	110	86	67	40.886	15.208	20.351	0	9.793	115	151426	-0.405	39	5	12226	6	4	-1.039	80	39	2020
IND	96	92.146	52.857	130520	17	46	32	0	4	103.157	103.373	35	2.051	144.975	21640	0.375	102	74	13	26.436	24.286	16.473	3	8.803	101	12398	-0.058	95	-8	70	25	8	0.126	74	14	2020
JPN	100	99.1	94.762	2145	14	60	45	0	3	102.624	100.328	74	1.33	101.933	81528	1.548	103	71	49	12.535	25.255	0	0	4.586	103	40	1.474	100	-5	1	5	3	0.983	79	10	2020
KEN	72	61.532	28.095	9631	11	69	38	0	5	102.146	99.789	95	3.397	122.695	12053	-0.399	92	75	42	39.418	21.329	7.466	3	9.49	94	7422	-0.578	63	-2	447	13	6	-0.343	84	22	2020
KHM	86	76.253	16.19	1285	23	75	61	0	5	207.394	194.755	84	2.381	193.14	8664	-0.452	110	82	57	30.708	142.35	18.215	10	7.967	111	11862	-0.964	83	-6	48	1	0	-1.357	75	20	2020
MOZ	31	59.76	32.857	12656	3	75	54	0	12	105.132	97.646	99	4.713	103.172	3443	-0.77	117	79	62	44.862	71.891	23.013	3	9.172	120	81	-1.062	5	-3	3787	8	4	-0.591	82	42	2020
MWI	12	70.27	47.143	4145	5	64	57	0	3	72.284	75.835	85	3.995	124.537	4769	-0.818	135	74	53	44.93	28.643	3.691	2	9.299	133	514	-0.279	4	0	3	8	6	0.004	78	23	2020
NGA	55	76.362	20	38325	12	55	23	2	7	70.96	86.076	79	5.309	217.869	17878	-1.144	87	65	23	43.677	16.514	19.044	4	8.684	87	352960	-0.843	25	-2	596	13	6	-0.581	63	7	2020
NLD	100	100	100	315	7	62	61	0	3	118.26	111.776	86	1.54	109.431	122295	1.806	104	69	70	16.089	139.562	0	0	6.189	104	51	1.708	100	-5	2	9	4	1.52	98	33	2020
PHL	96	94.051	45.238	11363	9	53	34	0	3	108.588	106.979	64	2.777	102.359	22918	0.068	96	67	23	31.56	42.745	3.786	10	9.009	96	469	-0.651	95	-9	3	7	3	-0.106	79	28	2020
SDN	40.9	62.5	30.8571	12669	9.8	66.4	41.8	0.3	7.4	113.4499	107.3019	89.7	4.6954	212.6643636	11270.625	-0.872	109	73	44.6	43.492	34.4208	34.42857143	2.7	8.9593	104.2727273	837188	-0.8936	49	0.1	3931.4	21.5	4	-0.7361	76.1	24.4	2020
SSD	40.9	41.187	30.8571	4328	9.8	66.4	41.8	0.3	7.4	113.4499	107.3019	89.7	4.6954	270	7945.4	-0.872	109	73	44.6	43.492	34.4208	62.5	2.7	8.9593	35	2185401	-0.8936	1.8	0.1	3931.4	21.9	4	-0.7361	76.1	24.4	2020
TGO	54	68.891	35.238	1521	18	55	18	0	9	119.484	110.261	94	4.323	101.502	7828	-0.731	122	59	27	40.663	43.769	41.481	9	8.82	124	7704	-0.674	24	1	67	4	2	-0.751	84	19	2020
THA	100	100	45.714	6442	19	66	45	1	5	108.084	101.662	78	1.341	152.664	35954	0.202	99	75	33	16.999	87.477	0.034	2	6.496	99	174	0.11	100	-7	7	5	1	-0.811	78	16	2020
AUS	100	99.97	96.667	729	8	62	60	2	4	183.729	106.849	87	1.7	93.351	112564	1.474	100	71	69	19.003	38.872	0	0	6.291	100	16	1.639	100	2	1	11	5	1.358	97	31	2021
BDI	10	62.323	7.619	1763	1	78	53	0	7	129.55	94.224	101	5.078	359.217	2066	-1.357	105	78	58	46.864	42.798	1.451	2	7.822	101	323635	-1.313	2	3	11	2	1	-1.403	76	38	2021
BEN	42	67.126	58.095	2565	26	60	30	0	5	204.819	143.863	81	4.973	105.154	10375	-0.238	106	68	33	43.079	45.297	49.335	1	8.807	111	730	-0.629	18	7	1298	4	2	-0.243	81	8	2021
BFA	19	49.023	59.048	3221	5	62	52	0	5	231.717	148.172	79	4.772	112.369	7160	-0.764	88	73	43	44.947	49.162	35.228	3	8.895	87	20209	-0.465	4	12	3	8	5	-0.119	82	6	2021
BGD	99	98.033	26.19	17958	18	56	47	0	2	136.582	128.089	47	1.981	124.568	17978	-0.656	116	80	26	27.181	29.949	0	5	9.4	115	22672	-0.625	98	6	477	17	6	-0.775	49	21	2021
CHN	100	96.694	62.381	40311	30	64	45	1	6	147.961	139.118	85	1.164	104.552	38694	0.809	100	73	45	18.537	33.644	0.144	0	5.393	99	170222	0.011	100	8	5	12	5	-1.643	76	25	2021
CMR	65	68.896	20.476	8612	11	68	47	2	4	101.03	61.677	89	4.463	107.9	12123	-0.904	103	75	43	42.84	25.11	4.406	1	8.957	108	125477	-1.118	25	3	728	7	4	-1.162	60	34	2021
COD	21	35.313	6.667	32533	6	62	28	0	13	270.58	173.712	90	6.156	804.996	4091	-1.756	119	69	38	46.978	51.738	11.936	2	8.606	122	908401	-1.724	1	6	12103	10	5	-1.186	79	13	2021
ETH	54	50.043	48.571	20170	5	77	70	0	7	135.532	106.694	87	4.159	194.825	5675	-0.649	99	86	67	40.542	17.906	17.726	0	9.796	103	149130	-0.624	43	6	674	6	4	-1.073	80	43	2021
GHA	86	87.392	58.095	4344	18	66	41	3	3	142.693	97.296	90	3.563	264.442	15841	-0.176	98	72	39	37.808	35.657	17.364	5	8.647	98	14251	-0.106	74	9	2	6	3	0.462	75	15	2021
KEN	76	62.199	34.286	9846	11	70	39	0	5	114.099	100.268	96	3.335	128.009	12519	-0.325	95	75	41	38.856	23.972	6.956	3	9.592	97	7529	-0.422	68	10	38	12	6	-0.363	84	22	2021
KHM	82	77.066	18.571	1267	24	76	59	0	5	203.243	185.193	85	2.344	195.635	8714	-0.478	108	82	56	30.365	177.627	15.003	9	7.868	109	12072	-0.919	77	-3	26	1	0	-1.434	81	22	2021
MLI	53	82.204	29.048	4510	11	64	57	0	6	184.607	119.937	63	5.956	194.067	7082	-1.252	69	81	41	47.46	57.764	5.105	6	8.595	73	183392	-0.919	18	5	12	4	2	-0.778	64	27	2021
MOZ	32	61.481	31.905	12880	3	75	54	1	12	163.45	91.46	99	4.644	107.867	3421	-0.754	113	78	62	44.681	89.448	21.295	5	9.224	117	90	-1.041	4	2	5072	8	4	-0.608	82	42	2021
MWI	14	71.073	50.476	4221	5	64	57	0	3	93.195	89.753	86	3.917	136.159	4724	-0.793	130	74	53	44.365	32.446	3.146	3	9.41	127	513	-0.249	6	2	2	7	6	0.075	78	23	2021
NER	19	48.06	43.81	7273	10	72	70	0	5	111.351	84.44	74	6.82	109.114	4183	-0.644	65	83	51	48.993	31.975	65.88	2	8.584	68	21901	-0.428	9	5	5591	1	1	-0.393	57	26	2021
NGA	60	78	20.952	39201	12	56	24	3	7	93.461	60.543	79	5.237	239.941	17864	-1.028	86	65	23	43.453	22.401	18.743	4	8.755	87	383660	-0.87	26	6	111062	10	5	-0.638	66	4	2021
NPL	90	91.242	46.19	3481	14	35	30	0	6	233.718	171.601	53	2.029	181.749	18072	-0.931	118	53	21	31.305	47.602	6.997	22	10.412	118	7029	-0.489	94	5	1609	22	12	-0.084	81	33	2021
PHL	98	94.464	46.19	11733	9	55	36	0	3	126.842	112.698	64	2.748	104.695	23250	0.036	91	69	24	31.241	50.493	3.404	9	8.949	91	521	-0.667	96	5	2019	8	3	-0.155	79	28	2021
RWA	49	64.452	80	1413	7	49	32	0	4	224.345	151.229	82	3.821	111.795	9057	0.228	138	64	36	40.136	39.985	1.86	4	9.124	138	248219	0.172	38	12	74	23	16	-0.955	84	61	2021
SDN	43.6875	63.2	39.7024375	12669	9.625	66	46.1875	0.5625	6.3125	154.13925	107.3335	86.25	4.7423125	213.73	11240	-0.7340625	102	74	44.8125	43.498625	39.6046875	33.71428571	3.0625	8.908125	99.35294118	837188	-0.68	49	6.1875	8547.75	19	4.3125	-0.618625	75.6875	26.125	2021
SSD	43.6875	41.187	39.7024375	4328	9.625	66	46.1875	0.5625	6.3125	154.13925	107.3335	86.25	4.7423125	270	8240.4375	-0.7340625	102	74	44.8125	43.498625	39.6046875	62.4	3.0625	8.908125	35	2249508	-0.68	1.8	6.1875	8547.75	20.9	4.3125	-0.618625	75.6875	26.125	2021
TGO	56	69.947	36.667	1546	18	55	18	0	9	133.585	101.136	94	4.257	104.006	8045	-0.687	120	59	27	40.408	44.784	40.476	7	8.864	121	7985	-0.587	25	6	40	4	2	-0.796	82	19	2021
THA	100	100	48.095	6136	19	66	44	1	4	126.922	117.076	79	1.331	155.367	36423	0.221	99	75	32	16.738	106.446	0.03	2	6.248	100	181	0.095	100	0	1	6	1	-0.79	78	16	2021
TZA	43	59.361	49.524	8002	5	78	67	0	6	132.214	92.932	90	4.726	127.03	7621	-0.646	98	84	62	44.568	23.232	6.564	1	8.852	96	752	-0.557	23	5	54	4	3	-0.718	81	37	2021
AUS	100	99.97	96.667	729	8	62	60	2	4	183.729	106.849	87	1.7	93.351	112564	1.474	100	71	69	19.003	38.872	0	0	6.291	100	16	1.639	100	2	1	11	5	1.358	97	31	2022
BDI	10	62.323	7.619	1763	1	78	53	0	7	129.55	94.224	101	5.078	359.217	2066	-1.357	105	78	58	46.864	42.798	1.451	2	7.822	101	323635	-1.313	2	3	11	2	1	-1.403	76	38	2022
BEN	42	67.126	58.095	2565	26	60	30	0	5	204.819	143.863	81	4.973	105.154	10375	-0.238	106	68	33	43.079	45.297	49.335	1	8.807	111	730	-0.629	18	7	1298	4	2	-0.243	81	8	2022
BFA	19	49.023	59.048	3221	5	62	52	0	5	231.717	148.172	79	4.772	112.369	7160	-0.764	88	73	43	44.947	49.162	35.228	3	8.895	87	20209	-0.465	4	12	3	8	5	-0.119	82	6	2022
BGD	99	98.033	26.19	17958	18	56	47	0	2	136.582	128.089	47	1.981	124.568	17978	-0.656	116	80	26	27.181	29.949	0	5	9.4	115	22672	-0.625	98	6	477	17	6	-0.775	49	21	2022
CHN	100	96.694	62.381	40311	30	64	45	1	6	147.961	139.118	85	1.164	104.552	38694	0.809	100	73	45	18.537	33.644	0.144	0	5.393	99	170222	0.011	100	8	5	12	5	-1.643	76	25	2022
CMR	65	68.896	20.476	8612	11	68	47	2	4	101.03	61.677	89	4.463	107.9	12123	-0.904	103	75	43	42.84	25.11	4.406	1	8.957	108	125477	-1.118	25	3	728	7	4	-1.162	60	34	2022
COD	21	35.313	6.667	32533	6	62	28	0	13	270.58	173.712	90	6.156	804.996	4091	-1.756	119	69	38	46.978	51.738	11.936	2	8.606	122	908401	-1.724	1	6	12103	10	5	-1.186	79	13	2022
ETH	54	50.043	48.571	20170	5	77	70	0	7	135.532	106.694	87	4.159	194.825	5675	-0.649	99	86	67	40.542	17.906	17.726	0	9.796	103	149130	-0.624	43	6	674	6	4	-1.073	80	43	2022
GHA	86	87.392	58.095	4344	18	66	41	3	3	142.693	97.296	90	3.563	264.442	15841	-0.176	98	72	39	37.808	35.657	17.364	5	8.647	98	14251	-0.106	74	9	2	6	3	0.462	75	15	2022
KEN	76	62.199	34.286	9846	11	70	39	0	5	114.099	100.268	96	3.335	128.009	12519	-0.325	95	75	41	38.856	23.972	6.956	3	9.592	97	7529	-0.422	68	10	38	12	6	-0.363	84	22	2022
KHM	82	77.066	18.571	1267	24	76	59	0	5	203.243	185.193	85	2.344	195.635	8714	-0.478	108	82	56	30.365	177.627	15.003	9	7.868	109	12072	-0.919	77	-3	26	1	0	-1.434	81	22	2022
MLI	53	82.204	29.048	4510	11	64	57	0	6	184.607	119.937	63	5.956	194.067	7082	-1.252	69	81	41	47.46	57.764	5.105	6	8.595	73	183392	-0.919	18	5	12	4	2	-0.778	64	27	2022
MOZ	32	61.481	31.905	12880	3	75	54	1	12	163.45	91.46	99	4.644	107.867	3421	-0.754	113	78	62	44.681	89.448	21.295	5	9.224	117	90	-1.041	4	2	5072	8	4	-0.608	82	42	2022
MWI	14	71.073	50.476	4221	5	64	57	0	3	93.195	89.753	86	3.917	136.159	4724	-0.793	130	74	53	44.365	32.446	3.146	3	9.41	127	513	-0.249	6	2	2	7	6	0.075	78	23	2022
NER	19	48.06	43.81	7273	10	72	70	0	5	111.351	84.44	74	6.82	109.114	4183	-0.644	65	83	51	48.993	31.975	65.88	2	8.584	68	21901	-0.428	9	5	5591	1	1	-0.393	57	26	2022
NGA	60	78	20.952	39201	12	56	24	3	7	93.461	60.543	79	5.237	239.941	17864	-1.028	86	65	23	43.453	22.401	18.743	4	8.755	87	383660	-0.87	26	6	111062	10	5	-0.638	66	4	2022
NPL	90	91.242	46.19	3481	14	35	30	0	6	233.718	171.601	53	2.029	181.749	18072	-0.931	118	53	21	31.305	47.602	6.997	22	10.412	118	7029	-0.489	94	5	1609	22	12	-0.084	81	33	2022
PHL	98	94.464	46.19	11733	9	55	36	0	3	126.842	112.698	64	2.748	104.695	23250	0.036	91	69	24	31.241	50.493	3.404	9	8.949	91	521	-0.667	96	5	2019	8	3	-0.155	79	28	2022
RWA	49	64.452	80	1413	7	49	32	0	4	224.345	151.229	82	3.821	111.795	9057	0.228	138	64	36	40.136	39.985	1.86	4	9.124	138	248219	0.172	38	12	74	23	16	-0.955	84	61	2022
SDN	43.6875	64.92	39.7024375	12669	9.625	66	46.1875	0.5625	6.3125	154.13925	107.3335	86.25	4.7423125	204.523	13953	-0.7340625	102	74	44.8125	43.498625	39.6046875	33	3.0625	8.908125	99.35294118	837188	-0.68	49	6.1875	8547.75	12.9	4.3125	-0.618625	75.6875	26.125	2022
SSD	43.6875	41.187	39.7024375	4328	9.625	66	46.1875	0.5625	6.3125	154.13925	107.3335	86.25	4.7423125	270	8240.4375	-0.7340625	102	74	44.8125	43.498625	39.6046875	59.705	3.0625	8.908125	35	2295082	-0.68	2	6.1875	8547.75	18.6	4.3125	-0.618625	75.6875	26.125	2022
TGO	56	69.947	36.667	1546	18	55	18	0	9	133.585	101.136	94	4.257	104.006	8045	-0.687	120	59	27	40.408	44.784	40.476	7	8.864	121	7985	-0.587	25	6	40	4	2	-0.796	82	19	2022
THA	100	100	48.095	6136	19	66	44	1	4	126.922	117.076	79	1.331	155.367	36423	0.221	99	75	32	16.738	106.446	0.03	2	6.248	100	181	0.095	100	0	1	6	1	-0.79	78	16	2022
TZA	43	59.361	49.524	8002	5	78	67	0	6	132.214	92.932	90	4.726	127.03	7621	-0.646	98	84	62	44.568	23.232	6.564	1	8.852	96	752	-0.557	23	5	54	4	3	-0.718	81	37	2022
AUS	100	99.97	96.667	729	8	62	60	2	4	183.729	106.849	87	1.7	93.351	112564	1.474	100	71	69	19.003	38.872	0	0	6.291	100	16	1.639	100	2	1	11	5	1.358	97	31	2023
BDI	10	62.323	7.619	1763	1	78	53	0	7	129.55	94.224	101	5.078	359.217	2066	-1.357	105	78	58	46.864	42.798	1.451	2	7.822	101	323635	-1.313	2	3	11	2	1	-1.403	76	38	2023
BEN	42	67.126	58.095	2565	26	60	30	0	5	204.819	143.863	81	4.973	105.154	10375	-0.238	106	68	33	43.079	45.297	49.335	1	8.807	111	730	-0.629	18	7	1298	4	2	-0.243	81	8	2023
BFA	19	49.023	59.048	3221	5	62	52	0	5	231.717	148.172	79	4.772	112.369	7160	-0.764	88	73	43	44.947	49.162	35.228	3	8.895	87	20209	-0.465	4	12	3	8	5	-0.119	82	6	2023
BGD	99	98.033	26.19	17958	18	56	47	0	2	136.582	128.089	47	1.981	124.568	17978	-0.656	116	80	26	27.181	29.949	0	5	9.4	115	22672	-0.625	98	6	477	17	6	-0.775	49	21	2023
CHN	100	96.694	62.381	40311	30	64	45	1	6	147.961	139.118	85	1.164	104.552	38694	0.809	100	73	45	18.537	33.644	0.144	0	5.393	99	170222	0.011	100	8	5	12	5	-1.643	76	25	2023
CMR	65	68.896	20.476	8612	11	68	47	2	4	101.03	61.677	89	4.463	107.9	12123	-0.904	103	75	43	42.84	25.11	4.406	1	8.957	108	125477	-1.118	25	3	728	7	4	-1.162	60	34	2023
COD	21	35.313	6.667	32533	6	62	28	0	13	270.58	173.712	90	6.156	804.996	4091	-1.756	119	69	38	46.978	51.738	11.936	2	8.606	122	908401	-1.724	1	6	12103	10	5	-1.186	79	13	2023
ETH	54	50.043	48.571	20170	5	77	70	0	7	135.532	106.694	87	4.159	194.825	5675	-0.649	99	86	67	40.542	17.906	17.726	0	9.796	103	149130	-0.624	43	6	674	6	4	-1.073	80	43	2023
GHA	86	87.392	58.095	4344	18	66	41	3	3	142.693	97.296	90	3.563	264.442	15841	-0.176	98	72	39	37.808	35.657	17.364	5	8.647	98	14251	-0.106	74	9	2	6	3	0.462	75	15	2023
